,Client_Name,Client_Description,Revenue,Expenses,Total_Assets,Total_Liabilities,Operating_Cash_Flow,Investments,Debt,Industry,Profit,Equity
175,Alpha Corp,Operations in manufacturing,4351419.92,1656038.45,7390280.25,381157.46,644234.14,1959225.77,3341241.49,Manufacturing,2695381.4699999997,7009122.79
176,Global Motors,Operations in healthcare,3277394.02,1551339.422,8914517.82,4882878.12,195483.2,18902.07,1346958.3,Technology,1726054.598,4031639.7
177,Pinnacle Motors,Operations in technology,1957718.62,1676667.07,6340981.804,3232816.51,158445.91,2495363.34,3291185.21,Finance,281051.55000000005,3108165.2939999998
178,Future Enterprises,Operations in retail,1292685.5,858981.786,2143188.35,438281.77,22902.72,1446667.36,2549014.0819999995,Manufacturing,433703.71400000004,1704906.58
179,Innovative Systems,Operations in technology,1140457.66,849136.818,2271840.61,1971768.02,1604089.64,630728.65,2700378.6,Manufacturing,291320.84199999995,300072.58999999985
180,Global Corp,Operations in healthcare,1175981.12,304135.59,9643650.11,1246369.9,855847.72,828833.12,1205484.87,Healthcare,871845.53,8397280.209999999
181,Innovative Technologies,Operations in technology,2216537.41,1252088.436,5820091.79,791920.65,1853171.56,674096.63,4969190.24,Finance,964448.9740000002,5028171.14
182,Dynamic Logistics,Operations in retail,4847135.31,456636.68,5089657.22,1324817.73,966578.74,1793656.86,113738.56,Manufacturing,4390498.63,3764839.4899999998
183,Innovative Group,Operations in manufacturing,1924846.53,1831019.2739999997,9783373.47,2063545.1,392664.37,188161.45,84490.95,Finance,93827.25600000028,7719828.370000001
184,Global Technologies,Operations in finance,3210144.3,514589.0,3537998.82,4415463.91,508281.06,2005153.3,1203775.54,Retail,2695555.3,-877465.0900000003
185,Zenith Logistics,Operations in retail,4738964.99,1821480.34,5130009.16,333366.39,1337461.02,1660960.75,2078751.64,Technology,2917484.6500000004,4796642.7700000005
186,Alpha Logistics,Operations in manufacturing,466192.62,861809.36,886393.99,4159130.62,667426.26,1089596.06,2275465.36,Finance,-395616.74,-3272736.63
187,Alpha Motors,Operations in technology,1671274.61,964239.41,3644419.99,4744969.06,329376.26,950223.4,1476099.54,Healthcare,707035.2000000001,-1100549.0699999994
188,Dynamic International,Operations in manufacturing,2871407.672,1128462.18,9985046.33,2582316.638,759838.38,983966.64,1604101.55,Healthcare,1742945.4919999999,7402729.692
189,Dynamic International,Operations in manufacturing,3056899.67,56670.08,7869836.12,2981297.0900000003,30200.04,1651688.21,4359778.08,Technology,3000229.59,4888539.029999999
190,Dynamic Technologies,Operations in manufacturing,1414129.53,1020658.88,7274585.83,3198971.43,157385.78,2066553.56,3211191.82,Healthcare,393470.65,4075614.4
191,Tech Holdings,Operations in healthcare,303568.03,1771303.68,2139299.76,4698099.36,1215463.29,2635169.49,1698937.31,Finance,-1467735.65,-2558799.6000000006
192,Dynamic Logistics,Operations in technology,2194435.06,2915730.62,3532094.81,2202085.258,1435616.95,2113125.5119999996,215662.35,Retail,-721295.56,1330009.5520000001
193,Pinnacle International,Operations in finance,1294363.96,2430970.74,7132299.48,3800576.01,725523.76,2886568.84,2738598.25,Retail,-1136606.7800000003,3331723.4700000007
194,Innovative Holdings,Operations in finance,2308125.96,879195.842,6200074.83,2076866.46,1075712.52,2498994.12,3094384.33,Healthcare,1428930.118,4123208.37
195,Quantum Holdings,Operations in technology,2038942.74,1009614.25,9384439.66,2878363.44,1370113.46,801843.098,4108903.09,Healthcare,1029328.49,6506076.220000001
196,Global Corp,Operations in retail,4494557.45,2367931.7,7434943.948000001,2544763.55,901963.61,1976364.16,3906018.91,Retail,2126625.75,4890180.398000001
197,Future Technologies,Operations in healthcare,2206197.93,2933061.97,1971514.12,3432220.52,517806.88,759599.73,1361931.62,Manufacturing,-726864.04,-1460706.4
198,Global Logistics,Operations in retail,2812275.47,245182.12,5369328.23,2756511.16,886554.4820000001,2841978.68,2766224.92,Retail,2567093.35,2612817.0700000003
199,Dynamic Motors,Operations in finance,3453726.47,1091074.46,3126579.15,253294.61,1997371.23,615898.24,2741065.51,Manufacturing,2362652.0100000002,2873284.54
200,Global Logistics,Operations in healthcare,3206498.92,784932.29,5769451.6,3878649.21,265947.88,1112550.2480000001,4962061.43,Retail,2421566.63,1890802.3899999997
201,Innovative Motors,Operations in retail,1325743.29,1721236.51,8479860.34,4301472.01,734898.93,1702431.36,4325840.82,Finance,-395493.22,4178388.33
202,Pinnacle Group,Operations in retail,2708705.0,400795.27,6513828.56,1484663.0100000002,1223171.04,1348968.57,4751632.59,Finance,2307909.73,5029165.549999999
203,Pinnacle Solutions,Operations in manufacturing,2686716.17,1939704.11,3052565.86,3295047.15,364566.6,1124182.78,531591.35,Retail,747012.0599999998,-242481.29000000004
204,Alpha Motors,Operations in finance,241398.16,2012313.78,1273145.77,2829456.83,1121313.342,1168181.0320000001,4738844.85,Manufacturing,-1770915.62,-1556311.06
205,Quantum Enterprises,Operations in finance,2201505.43,1196604.95,8255032.6,2431767.29,1954277.45,1143286.45,583531.9,Manufacturing,1004900.4800000002,5823265.31
206,Green Enterprises,Operations in finance,4276286.63,1370750.2,9302440.1,1679642.43,1368665.11,1348162.4099999997,2179600.19,Technology,2905536.4299999997,7622797.67
207,Global Technologies,Operations in retail,3042662.16,2797979.97,7228003.7,4938284.22,227204.58,1776889.66,1591435.2399999998,Healthcare,244682.18999999994,2289719.4800000004
208,Quantum Solutions,Operations in retail,3669532.88,2996715.83,8359351.57,2045194.71,837183.934,455073.51,1178507.39,Technology,672817.0499999998,6314156.86
209,Green Holdings,Operations in technology,4177307.66,1360780.91,4360739.25,2484260.88,1804712.28,970765.94,4906750.73,Finance,2816526.75,1876478.37
210,Innovative Solutions,Operations in retail,3460599.18,1084783.98,9742061.68,2511273.592,1698660.96,1206689.61,2236430.8160000006,Healthcare,2375815.2,7230788.0879999995
211,Dynamic International,Operations in healthcare,2618945.34,2728395.8,9387231.53,1647247.79,637879.72,2908688.79,4854296.42,Healthcare,-109450.45999999996,7739983.739999999
212,Quantum Motors,Operations in technology,4413682.91,2551283.18,6353369.69,2388157.11,1776426.8,2899610.77,509480.9,Healthcare,1862399.73,3965212.5800000005
213,Pinnacle International,Operations in manufacturing,3922359.41,2698985.65,5881341.63,3826154.34,137320.62,2959325.63,2549354.81,Finance,1223373.7600000002,2055187.29
214,Zenith Motors,Operations in manufacturing,1522117.65,1268435.11,6288157.75,3675331.27,1996175.12,275753.91,4674208.15,Retail,253682.5399999998,2612826.48
215,Dynamic International,Operations in finance,1002583.46,334486.42,5594785.784,2895923.3,266283.45,1480489.88,1372359.702,Healthcare,668097.04,2698862.484
216,Zenith International,Operations in technology,1931485.08,1347339.3920000002,3943215.7,4882151.17,1237274.85,1033941.94,3685536.19,Finance,584145.6879999998,-938935.4699999997
217,Quantum Corp,Operations in manufacturing,2740097.3,2669269.44,9873771.34,1188359.3,1145496.88,1594448.8580000002,2660013.3479999998,Finance,70827.85999999987,8685412.04
218,Pinnacle International,Operations in finance,2455153.648,1893655.63,3780935.35,4549717.95,1783732.27,1537474.06,1471869.72,Retail,561498.0180000002,-768782.6000000001
219,Zenith Holdings,Operations in healthcare,389183.83,358189.47,9846847.07,428496.76,1373682.9,1171042.43,1206104.76,Healthcare,30994.360000000044,9418350.31
220,Innovative Enterprises,Operations in healthcare,4834478.53,845814.678,7477429.23,3194625.7,446460.86,200262.29,1939816.746,Technology,3988663.8520000004,4282803.53
221,Dynamic Motors,Operations in technology,1723745.3239999998,1889188.33,5410583.29,98611.5,1639947.23,17555.79,4714472.14,Healthcare,-165443.00600000028,5311971.79
222,Pinnacle Group,Operations in healthcare,2681697.56,1339739.388,6571387.64,3695849.3,1425848.62,1562990.038,3008008.95,Retail,1341958.172,2875538.34
223,Dynamic Solutions,Operations in finance,3662555.03,2050463.236,6393503.08,1704011.552,422327.14,1336198.44,1660194.38,Technology,1612091.7939999998,4689491.528
224,Future Holdings,Operations in technology,455010.61,966329.0520000001,9815921.87,4349874.58,1454115.5,1343879.45,1243379.61,Finance,-511318.44200000016,5466047.289999999
225,Dynamic Motors,Operations in finance,1072481.46,1688296.134,8362724.44,154124.51,1234302.65,130251.41,2593148.06,Manufacturing,-615814.6740000001,8208599.930000001
226,Zenith Technologies,Operations in retail,3009640.57,2371066.53,6813812.6620000005,157967.4,248617.36,1265875.25,2001554.32,Healthcare,638574.04,6655845.262
227,Dynamic Motors,Operations in retail,1150038.42,1497729.07,3196680.04,2572853.54,89783.16,1225692.636,1377901.75,Finance,-347690.65000000014,623826.5
228,Dynamic Technologies,Operations in technology,2243055.53,1174740.708,8232006.9,4056506.69,968448.34,1082687.9,4042896.89,Finance,1068314.8219999997,4175500.2100000004
229,Innovative Group,Operations in finance,4283407.86,1263497.79,3319488.45,2607232.55,113167.09,1855881.47,2493655.03,Retail,3019910.0700000003,712255.9000000004
230,Zenith Motors,Operations in technology,4262055.63,2314687.57,3636541.85,2467028.45,1227210.64,1408092.34,3758319.994,Healthcare,1947368.06,1169513.4
231,Dynamic International,Operations in healthcare,3005360.57,99486.68,1426190.59,3779243.45,1293023.24,2499614.76,3971353.92,Technology,2905873.8899999997,-2353052.8600000003
232,Innovative Solutions,Operations in manufacturing,487434.94,2962221.85,4595830.85,1917653.72,593780.13,119983.07,563781.49,Finance,-2474786.91,2678177.13
233,Quantum Motors,Operations in retail,2812341.55,1495995.7,5475991.52,3255527.88,1187748.63,865670.62,2598030.29,Retail,1316345.8499999999,2220463.6399999997
234,Zenith Group,Operations in manufacturing,3474469.79,1359400.65,5429998.2,1726267.28,1097913.63,1599773.77,4250154.23,Healthcare,2115069.14,3703730.92
235,Alpha Holdings,Operations in retail,2517647.02,1999366.33,3049813.02,1802750.804,772192.53,1653581.212,606850.85,Finance,518280.68999999994,1247062.216
236,Global Holdings,Operations in manufacturing,2224327.66,1207733.272,4458806.47,4060564.13,1005422.13,1320756.06,3186774.55,Technology,1016594.388,398242.33999999985
237,Dynamic Motors,Operations in finance,4447063.94,1380967.59,2671434.21,1501847.98,1488060.79,836833.8,1535133.97,Finance,3066096.3500000006,1169586.23
238,Innovative Group,Operations in retail,2449567.32,69426.85,337318.2,3760380.54,1730439.04,394766.86,52577.11,Finance,2380140.4699999997,-3423062.34
239,Quantum Motors,Operations in healthcare,3715038.73,1529655.89,8256375.88,2718521.102,375684.58,138869.45,211750.77,Finance,2185382.84,5537854.778
240,Dynamic Motors,Operations in technology,3286687.85,132194.0,1504954.93,1212132.69,1293480.83,2545834.73,260302.53,Retail,3154493.85,292822.24
241,Dynamic Motors,Operations in healthcare,1520638.87,2246917.06,6901822.96,69295.5,679883.83,1221815.91,2727196.63,Retail,-726278.19,6832527.46
242,Dynamic Systems,Operations in technology,316737.77,613630.97,9803613.17,3483462.89,521023.01,1996481.19,370620.78,Healthcare,-296893.19999999995,6320150.279999999
243,Quantum Holdings,Operations in technology,2464104.97,1364248.27,6148394.74,1859300.4939999997,838846.47,1884729.304,3246654.93,Finance,1099856.7000000002,4289094.246
244,Alpha Motors,Operations in technology,2118111.31,2157375.68,6209772.35,3437167.37,35154.52,1158651.42,3767204.23,Finance,-39264.37000000011,2772604.9799999995
245,Dynamic Motors,Operations in technology,149231.03,2514839.29,8125463.21,4880467.89,459790.25600000005,1759370.88,3330483.66,Healthcare,-2365608.2600000002,3244995.3200000003
246,Alpha Logistics,Operations in finance,4545925.62,702602.2,4096787.41,3724400.18,230361.61,2077346.53,4845931.0,Manufacturing,3843323.42,372387.23
247,Global Group,Operations in manufacturing,105457.07,743144.89,4323214.96,3427693.15,1142973.92,2051113.54,1799812.802,Technology,-637687.8200000001,895521.81
248,Tech Systems,Operations in technology,3515279.05,1771820.1039999998,5263928.92,469376.62,1988848.28,2171492.62,889583.31,Manufacturing,1743458.946,4794552.3
249,Quantum Enterprises,Operations in finance,4887879.6,2347490.13,7493172.52,2385424.1100000003,1930199.12,2380236.01,4930441.39,Manufacturing,2540389.4699999997,5107748.409999999
250,Green Solutions,Operations in finance,2381832.27,1765682.52,4604677.36,4990345.75,1145594.15,1739237.18,457000.32,Retail,616149.75,-385668.38999999966
251,Innovative Group,Operations in finance,4418088.56,332304.04,8051591.07,279859.41,374326.42,143055.42,3942891.34,Finance,4085784.5199999996,7771731.66
252,Pinnacle Systems,Operations in technology,2058288.03,1530151.64,5081658.1,4175796.49,1442901.458,1400318.38,1562026.31,Retail,528136.3900000001,905861.6099999994
253,Dynamic Motors,Operations in healthcare,2481733.47,2962620.96,2600571.49,257363.72,749906.56,2776902.39,4874456.59,Technology,-480887.48999999976,2343207.77
254,Future Systems,Operations in retail,3364015.79,1479549.24,7633677.76,3119433.53,1113882.962,468429.22,2191372.63,Finance,1884466.55,4514244.23
255,Zenith Solutions,Operations in healthcare,4411000.61,2907738.22,7471088.33,639391.57,1029097.37,2860059.71,4996076.63,Manufacturing,1503262.3900000001,6831696.76
256,Tech Corp,Operations in retail,4282204.98,96895.03,2255095.19,267404.2,1697974.46,1424922.39,4725283.64,Manufacturing,4185309.9500000007,1987690.99
257,Pinnacle Group,Operations in retail,2341877.15,1711364.268,4174427.24,4309606.95,348278.85,917065.39,3587805.08,Healthcare,630512.882,-135179.70999999996
258,Pinnacle Solutions,Operations in finance,4825751.64,1776601.48,2556769.67,3666621.13,842072.76,1076223.42,531503.11,Manufacturing,3049150.1599999997,-1109851.46
259,Pinnacle Technologies,Operations in technology,1353877.38,984900.18,9808447.85,2594910.42,169533.99,2703540.52,4710412.87,Finance,368977.19999999984,7213537.43
260,Dynamic Motors,Operations in technology,1795919.64,1154292.88,6762093.85,2662898.71,1036516.51,1842189.29,4379352.76,Finance,641626.76,4099195.1399999997
261,Innovative Systems,Operations in technology,3001601.66,2171677.62,8602606.91,4547214.39,677116.672,1595547.59,3305834.57,Retail,829924.04,4055392.5200000005
262,Pinnacle Motors,Operations in manufacturing,2114626.92,2865886.69,6571020.86,2137863.25,239744.44,1383382.97,2334983.94,Technology,-751259.77,4433157.61
263,Green Solutions,Operations in technology,3519368.74,2564890.83,4554251.03,2554888.4299999997,1235570.88,2276047.0,648289.17,Healthcare,954477.9100000001,1999362.6000000006
264,Tech Motors,Operations in technology,1231672.1600000001,1071830.97,3755252.87,4978548.05,1114846.3,2236595.36,3857950.23,Finance,159841.19000000018,-1223295.1799999997
265,Global Logistics,Operations in technology,3223448.28,2032678.31,7077414.78,4007033.6,775279.342,1348591.578,3167552.322,Healthcare,1190769.9699999997,3070381.18
266,Future Holdings,Operations in healthcare,3332852.42,2179338.54,8886004.42,3290293.07,1633764.58,344097.05,4994466.87,Healthcare,1153513.88,5595711.35
267,Future Holdings,Operations in retail,2168934.14,1039332.72,509105.95,4129760.85,1274669.85,2151237.79,3683788.37,Finance,1129601.4200000002,-3620654.9
268,Pinnacle Solutions,Operations in finance,3296225.13,1059530.0739999998,3771195.66,2539809.84,1476350.52,132960.73,2217060.71,Finance,2236695.056,1231385.8200000003
269,Quantum Corp,Operations in manufacturing,2095045.1,2000353.16,8933945.43,1804170.84,1026241.05,2430134.51,3492927.28,Finance,94691.94000000018,7129774.59
270,Dynamic Motors,Operations in finance,3875157.11,514770.51,5574920.59,4391568.03,1261190.5739999998,1354220.7119999998,2216338.4,Finance,3360386.5999999996,1183352.5599999996
271,Tech Technologies,Operations in manufacturing,2892628.0,2770160.49,3839719.35,2493293.412,1219634.0780000002,2565469.59,313747.19,Finance,122467.50999999978,1346425.938
272,Dynamic Motors,Operations in manufacturing,2197791.95,292169.36,8068825.15,319589.27,1474280.75,1020158.99,4382226.04,Healthcare,1905622.5900000003,7749235.880000001
273,Innovative Technologies,Operations in technology,3697376.37,1748883.28,9747943.79,2051562.09,1147196.48,1188827.72,2033406.34,Technology,1948493.09,7696381.699999999
274,Quantum Holdings,Operations in finance,4069931.27,2872312.0,2007089.74,4073965.66,1244742.47,505574.76,1754155.74,Finance,1197619.27,-2066875.9200000002
275,Pinnacle Enterprises,Operations in technology,3079352.4960000003,318448.21,2133517.91,1538346.0,865648.966,2099284.94,1095321.38,Technology,2760904.2860000003,595171.9100000001
